codigo,etapa,ano,area,componente,unidade_tematica,objeto_conhecimento,descricao,palavras_chave,temas_relacionados,steam_relacionado,cultura_maker,fonte_url,observacoes
EF08MA24,Ensino Fundamental - Anos Finais,8º ano,Matemática,Matemática,,,"Classificar as frequências de uma variável contínua de uma pesquisa em classes, de modo que resumam os dados de maneira adequada para a tomada de decisões.","{""classificar"",""frequencias"",""variavel"",""continua"",""pesquisa"",""classes"",""resumam"",""dados"",""maneira"",""adequada""}","{""classificar"",""frequencias"",""variavel"",""continua"",""pesquisa"",""classes""}","{""tecnologia"",""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF08MA25,Ensino Fundamental - Anos Finais,8º ano,Matemática,Matemática,,,"Obter os valores de medidas de tendência central de uma pesquisa estatística (média, moda e mediana) com a compreensão de seus significados e relacioná-los com a dispersão de dados, indicada pela amplitude.","{""obter"",""valores"",""medidas"",""tendencia"",""central"",""pesquisa"",""estatistica"",""media"",""mediana"",""compreensao""}","{""obter"",""valores"",""medidas"",""tendencia"",""central"",""pesquisa""}","{""tecnologia"",""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF08MA26,Ensino Fundamental - Anos Finais,8º ano,Matemática,Matemática,,,"Selecionar razões, de diferentes naturezas (física, ética ou econômica), que justificam a realização de pesquisas amostrais e não censitárias, e reconhecer que a seleção da amostra pode ser feita de diferentes maneiras (amostra casual simples, sistemática e estratificada).","{""selecionar"",""razoes"",""naturezas"",""fisica"",""etica"",""economica"",""justificam"",""realizacao"",""pesquisas"",""amostrais""}","{""selecionar"",""razoes"",""naturezas"",""fisica"",""etica"",""economica""}","{""ciencia"",""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF08MA27,Ensino Fundamental - Anos Finais,8º ano,Matemática,Matemática,,,"Planejar e executar pesquisa amostral, selecionando uma técnica de amostragem adequada, e escrever relatório que contenha os gráficos apropriados para representar os conjuntos de dados, destacando aspectos como as medidas de tendência central, a amplitude e as conclusões.","{""planejar"",""executar"",""pesquisa"",""amostral"",""selecionando"",""tecnica"",""amostragem"",""adequada"",""escrever"",""relatorio""}","{""planejar"",""executar"",""pesquisa"",""amostral"",""selecionando"",""tecnica""}","{""tecnologia"",""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efma,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI01,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,Investigar as mudanças de estado físico da matéria e explicar essas transformações com base no modelo de constituição submicroscópica.,"{""investigar"",""mudancas"",""estado"",""fisico"",""materia"",""explicar"",""transformacoes"",""modelo"",""constituicao"",""submicroscopica""}","{""investigar"",""mudancas"",""estado"",""fisico"",""materia"",""explicar""}","{""ciencia"",""artes""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI02,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,"Comparar quantidades de reagentes e produtos envolvidos em transformações químicas, estabelecendo a proporção entre as suas massas.","{""quantidades"",""reagentes"",""produtos"",""envolvidos"",""transformacoes"",""quimicas"",""estabelecendo"",""proporcao"",""massas""}","{""quantidades"",""reagentes"",""produtos"",""envolvidos"",""transformacoes"",""quimicas""}","{""ciencia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI03,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,Identificar modelos que descrevem a estrutura da matéria (constituição do átomo e composição de moléculas simples) e reconhecer sua evolução histórica.,"{""modelos"",""descrevem"",""estrutura"",""materia"",""constituicao"",""atomo"",""composicao"",""moleculas"",""simples"",""evolucao""}","{""modelos"",""descrevem"",""estrutura"",""materia"",""constituicao"",""atomo""}","{""ciencia"",""engenharia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI04,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,Planejar e executar experimentos que evidenciem que todas as cores de luz podem ser formadas pela composição das três cores primárias da luz e que a cor de um objeto está relacionada também à cor da luz que o ilumina.,"{""planejar"",""executar"",""experimentos"",""evidenciem"",""todas"",""cores"",""podem"",""formadas"",""composicao"",""primarias""}","{""planejar"",""executar"",""experimentos"",""evidenciem"",""todas"",""cores""}","{""ciencia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI05,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,Investigar os principais mecanismos envolvidos na transmissão e recepção de imagem e som que revolucionaram os sistemas de comunicação humana.,"{""investigar"",""principais"",""mecanismos"",""envolvidos"",""transmissao"",""recepcao"",""imagem"",""revolucionaram"",""sistemas"",""comunicacao""}","{""investigar"",""principais"",""mecanismos"",""envolvidos"",""transmissao"",""recepcao""}","{""ciencia"",""engenharia"",""artes""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI06,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,"Classificar as radiações eletromagnéticas por suas frequências, fontes e aplicações, discutindo e avaliando as implicações de seu uso em controle remoto, telefone celular, raio X, forno de micro-ondas, fotocélulas etc.","{""classificar"",""radiacoes"",""eletromagneticas"",""frequencias"",""fontes"",""aplicacoes"",""discutindo"",""avaliando"",""implicacoes"",""controle""}","{""classificar"",""radiacoes"",""eletromagneticas"",""frequencias"",""fontes"",""aplicacoes""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI07,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,"Discutir o papel do avanço tecnológico na aplicação das radiações na medicina diagnóstica (raio X, ultrassom, ressonância nuclear magnética) e no tratamento de doenças (radioterapia, cirurgia ótica a laser, infravermelho, ultravioleta etc.).","{""papel"",""avanco"",""tecnologico"",""aplicacao"",""radiacoes"",""medicina"",""diagnostica"",""ultrassom"",""ressonancia"",""nuclear""}","{""papel"",""avanco"",""tecnologico"",""aplicacao"",""radiacoes"",""medicina""}","{""ciencia"",""tecnologia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI08,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,"Associar os gametas à transmissão das características hereditárias, estabelecendo relações entre ancestrais e descendentes.","{""associar"",""gametas"",""transmissao"",""caracteristicas"",""hereditarias"",""estabelecendo"",""relacoes"",""ancestrais"",""descendentes""}","{""associar"",""gametas"",""transmissao"",""caracteristicas"",""hereditarias"",""estabelecendo""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI09,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,"Discutir as ideias de Mendel sobre hereditariedade (fatores hereditários, segregação, gametas, fecundação), considerando-as para resolver problemas envolvendo a transmissão de características hereditárias em diferentes organismos.","{""ideias"",""mendel"",""hereditariedade"",""fatores"",""hereditarios"",""segregacao"",""gametas"",""fecundacao"",""considerando"",""problemas""}","{""ideias"",""mendel"",""hereditariedade"",""fatores"",""hereditarios"",""segregacao""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI10,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,"Comparar as ideias evolucionistas de Lamarck e Darwin apresentadas em textos científicos e históricos, identificando semelhanças e diferenças entre essas ideias e sua importância para explicar a diversidade biológica.","{""ideias"",""evolucionistas"",""lamarck"",""darwin"",""apresentadas"",""textos"",""cientificos"",""historicos"",""identificando"",""semelhancas""}","{""ideias"",""evolucionistas"",""lamarck"",""darwin"",""apresentadas"",""textos""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI11,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,"Discutir a evolução e a diversidade das espécies com base na atuação da seleção natural sobre as variantes de uma mesma espécie, resultantes de processo reprodutivo.","{""evolucao"",""diversidade"",""especies"",""atuacao"",""selecao"",""natural"",""variantes"",""mesma"",""especie"",""resultantes""}","{""evolucao"",""diversidade"",""especies"",""atuacao"",""selecao"",""natural""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI12,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,"Justificar a importância das unidades de conservação para a preservação da biodiversidade e do patrimônio nacional, considerando os diferentes tipos de unidades (parques, reservas e florestas nacionais), as populações humanas e as atividades a eles relacionados.","{""justificar"",""importancia"",""unidades"",""conservacao"",""preservacao"",""biodiversidade"",""patrimonio"",""nacional"",""considerando"",""tipos""}","{""justificar"",""importancia"",""unidades"",""conservacao"",""preservacao"",""biodiversidade""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI13,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,"Propor iniciativas individuais e coletivas para a solução de problemas ambientais da cidade ou da comunidade, com base na análise de ações de consumo consciente e de sustentabilidade bem-sucedidas.","{""propor"",""iniciativas"",""individuais"",""coletivas"",""solucao"",""problemas"",""ambientais"",""cidade"",""comunidade"",""analise""}","{""propor"",""iniciativas"",""individuais"",""coletivas"",""solucao"",""problemas""}","{""ciencia"",""engenharia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI14,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,"Descrever a composição e a estrutura do Sistema Solar (Sol, planetas rochosos, planetas gigantes gasosos e corpos menores), assim como a localização do Sistema Solar na nossa Galáxia (a Via Láctea) e dela no Universo (apenas uma galáxia dentre bilhões).","{""descrever"",""composicao"",""estrutura"",""sistema"",""solar"",""planetas"",""rochosos"",""gigantes"",""gasosos"",""corpos""}","{""descrever"",""composicao"",""estrutura"",""sistema"",""solar"",""planetas""}","{""ciencia"",""engenharia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI15,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,"Relacionar diferentes leituras do céu e explicações sobre a origem da Terra, do Sol ou do Sistema Solar às necessidades de distintas culturas (agricultura, caça, mito, orientação espacial e temporal etc.).","{""relacionar"",""leituras"",""explicacoes"",""origem"",""terra"",""sistema"",""solar"",""necessidades"",""distintas"",""culturas""}","{""relacionar"",""leituras"",""explicacoes"",""origem"",""terra"",""sistema""}","{""ciencia"",""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI16,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,"Selecionar argumentos sobre a viabilidade da sobrevivência humana fora da Terra, com base nas condições necessárias à vida, nas características dos planetas e nas distâncias e nos tempos envolvidos em viagens interplanetárias e interestelares.","{""selecionar"",""argumentos"",""viabilidade"",""sobrevivencia"",""humana"",""terra"",""condicoes"",""necessarias"",""caracteristicas"",""planetas""}","{""selecionar"",""argumentos"",""viabilidade"",""sobrevivencia"",""humana"",""terra""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09CI17,Ensino Fundamental - Anos Finais,9º ano,Ciências da Natureza,Ciências,,,"Analisar o ciclo evolutivo do Sol (nascimento, vida e morte) baseado no conhecimento das etapas de evolução de estrelas de diferentes dimensões e os efeitos desse processo no nosso planeta.","{""ciclo"",""evolutivo"",""nascimento"",""morte"",""baseado"",""conhecimento"",""etapas"",""evolucao"",""estrelas"",""dimensoes""}","{""ciclo"",""evolutivo"",""nascimento"",""morte"",""baseado"",""conhecimento""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efci,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09ER01,Ensino Fundamental - Anos Finais,9º ano,Ensino Religioso,Ensino Religioso,,,Analisar princípios e orientações para o cuidado da vida e nas diversas tradições religiosas e filosofias de vida.,"{""principios"",""orientacoes"",""cuidado"",""tradicoes"",""religiosas"",""filosofias""}","{""principios"",""orientacoes"",""cuidado"",""tradicoes"",""religiosas"",""filosofias""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efer,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09ER02,Ensino Fundamental - Anos Finais,9º ano,Ensino Religioso,Ensino Religioso,,,"Discutir as diferentes expressões de valorização e de desrespeito à vida, por meio da análise de matérias nas diferentes mídias.","{""expressoes"",""valorizacao"",""desrespeito"",""analise"",""materias"",""midias""}","{""expressoes"",""valorizacao"",""desrespeito"",""analise"",""materias"",""midias""}","{""ciencia"",""tecnologia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efer,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09ER03,Ensino Fundamental - Anos Finais,9º ano,Ensino Religioso,Ensino Religioso,,,"Identificar sentidos do viver e do morrer em diferentes tradições religiosas, através do estudo de mitos fundantes.","{""sentidos"",""viver"",""morrer"",""tradicoes"",""religiosas"",""atraves"",""estudo"",""mitos"",""fundantes""}","{""sentidos"",""viver"",""morrer"",""tradicoes"",""religiosas"",""atraves""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efer,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09ER04,Ensino Fundamental - Anos Finais,9º ano,Ensino Religioso,Ensino Religioso,,,"Identificar concepções de vida e morte em diferentes tradições religiosas e filosofias de vida, por meio da análise de diferentes ritos fúnebres.","{""concepcoes"",""morte"",""tradicoes"",""religiosas"",""filosofias"",""analise"",""ritos"",""funebres""}","{""concepcoes"",""morte"",""tradicoes"",""religiosas"",""filosofias"",""analise""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efer,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09ER05,Ensino Fundamental - Anos Finais,9º ano,Ensino Religioso,Ensino Religioso,,,"Analisar as diferentes ideias de imortalidade elaboradas pelas tradições religiosas (ancestralidade, reencarnação, transmigração e ressurreição).","{""ideias"",""imortalidade"",""elaboradas"",""pelas"",""tradicoes"",""religiosas"",""ancestralidade"",""reencarnacao"",""transmigracao"",""ressurreicao""}","{""ideias"",""imortalidade"",""elaboradas"",""pelas"",""tradicoes"",""religiosas""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efer,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09ER06,Ensino Fundamental - Anos Finais,9º ano,Ensino Religioso,Ensino Religioso,,,Reconhecer a coexistência como uma atitude ética de respeito à vida e à dignidade humana.,"{""coexistencia"",""atitude"",""etica"",""respeito"",""dignidade"",""humana""}","{""coexistencia"",""atitude"",""etica"",""respeito"",""dignidade"",""humana""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efer,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09ER07,Ensino Fundamental - Anos Finais,9º ano,Ensino Religioso,Ensino Religioso,,,"Identificar princípios éticos (familiares, religiosos e culturais) que possam alicerçar a construção de projetos de vida.","{""principios"",""eticos"",""familiares"",""religiosos"",""culturais"",""possam"",""alicercar"",""construcao"",""projetos""}","{""principios"",""eticos"",""familiares"",""religiosos"",""culturais"",""possam""}","{""ciencia"",""engenharia"",""artes""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efer,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09ER08,Ensino Fundamental - Anos Finais,9º ano,Ensino Religioso,Ensino Religioso,,,Construir projetos de vida assentados em princípios e valores éticos.,"{""construir"",""projetos"",""assentados"",""principios"",""valores"",""eticos""}","{""construir"",""projetos"",""assentados"",""principios"",""valores"",""eticos""}","{""ciencia"",""engenharia""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efer,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09GE01,Ensino Fundamental - Anos Finais,9º ano,Ciências Humanas,Geografia,,,"Analisar criticamente de que forma a hegemonia europeia foi exercida em várias regiões do planeta, notadamente em situações de conflito, intervenções militares e/ou influência cultural em diferentes tempos e lugares.","{""criticamente"",""hegemonia"",""europeia"",""exercida"",""varias"",""regioes"",""planeta"",""notadamente"",""situacoes"",""conflito""}","{""criticamente"",""hegemonia"",""europeia"",""exercida"",""varias"",""regioes""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efge,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09GE02,Ensino Fundamental - Anos Finais,9º ano,Ciências Humanas,Geografia,,,"Analisar a atuação das corporações internacionais e das organizações econômicas mundiais na vida da população em relação ao consumo, à cultura e à mobilidade.","{""atuacao"",""corporacoes"",""internacionais"",""organizacoes"",""economicas"",""mundiais"",""populacao"",""relacao"",""consumo"",""cultura""}","{""atuacao"",""corporacoes"",""internacionais"",""organizacoes"",""economicas"",""mundiais""}","{""ciencia"",""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efge,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09GE03,Ensino Fundamental - Anos Finais,9º ano,Ciências Humanas,Geografia,,,"Identificar diferentes manifestações culturais de minorias étnicas como forma de compreender a multiplicidade cultural na escala mundial, defendendo o princípio do respeito às diferenças.","{""manifestacoes"",""culturais"",""minorias"",""etnicas"",""multiplicidade"",""cultural"",""escala"",""mundial"",""defendendo"",""principio""}","{""manifestacoes"",""culturais"",""minorias"",""etnicas"",""multiplicidade"",""cultural""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efge,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09GE04,Ensino Fundamental - Anos Finais,9º ano,Ciências Humanas,Geografia,,,"Relacionar diferenças de paisagens aos modos de viver de diferentes povos na Europa, Ásia e Oceania, valorizando identidades e interculturalidades regionais.","{""relacionar"",""diferencas"",""paisagens"",""modos"",""viver"",""povos"",""europa"",""oceania"",""valorizando"",""identidades""}","{""relacionar"",""diferencas"",""paisagens"",""modos"",""viver"",""povos""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efge,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09GE05,Ensino Fundamental - Anos Finais,9º ano,Ciências Humanas,Geografia,,,"Analisar fatos e situações para compreender a integração mundial (econômica, política e cultural), comparando as diferentes interpretações: globalização e mundialização.","{""fatos"",""situacoes"",""integracao"",""mundial"",""economica"",""politica"",""cultural"",""comparando"",""interpretacoes"",""globalizacao""}","{""fatos"",""situacoes"",""integracao"",""mundial"",""economica"",""politica""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efge,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09GE06,Ensino Fundamental - Anos Finais,9º ano,Ciências Humanas,Geografia,,,Associar o critério de divisão do mundo em Ocidente e Oriente com o Sistema Colonial implantado pelas potências europeias.,"{""associar"",""criterio"",""divisao"",""mundo"",""ocidente"",""oriente"",""sistema"",""colonial"",""implantado"",""pelas""}","{""associar"",""criterio"",""divisao"",""mundo"",""ocidente"",""oriente""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efge,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09GE07,Ensino Fundamental - Anos Finais,9º ano,Ciências Humanas,Geografia,,,Analisar os componentes físico-naturais da Eurásia e os determinantes histórico-geográficos de sua divisão em Europa e Ásia.,"{""componentes"",""fisico"",""naturais"",""eurasia"",""determinantes"",""historico"",""geograficos"",""divisao"",""europa""}","{""componentes"",""fisico"",""naturais"",""eurasia"",""determinantes"",""historico""}","{""matematica""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efge,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09GE08,Ensino Fundamental - Anos Finais,9º ano,Ciências Humanas,Geografia,,,"Analisar transformações territoriais, considerando o movimento de fronteiras, tensões, conflitos e múltiplas regionalidades na Europa, na Ásia e na Oceania.","{""transformacoes"",""territoriais"",""considerando"",""movimento"",""fronteiras"",""tensoes"",""conflitos"",""multiplas"",""regionalidades"",""europa""}","{""transformacoes"",""territoriais"",""considerando"",""movimento"",""fronteiras"",""tensoes""}",{},false,https://catalogobncc.github.io/metadados/2022/03/30/efge,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09GE09,Ensino Fundamental - Anos Finais,9º ano,Ciências Humanas,Geografia,,,"Analisar características de países e grupos de países europeus, asiáticos e da Oceania em seus aspectos populacionais, urbanos, políticos e econômicos, e discutir suas desigualdades sociais e econômicas e pressões sobre seus ambientes físico-naturais.","{""caracteristicas"",""paises"",""grupos"",""europeus"",""asiaticos"",""oceania"",""aspectos"",""populacionais"",""urbanos"",""politicos""}","{""caracteristicas"",""paises"",""grupos"",""europeus"",""asiaticos"",""oceania""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efge,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09GE10,Ensino Fundamental - Anos Finais,9º ano,Ciências Humanas,Geografia,,,"Analisar os impactos do processo de industrialização na produção e circulação de produtos e culturas na Europa, na Ásia e na Oceania.","{""impactos"",""processo"",""industrializacao"",""producao"",""circulacao"",""produtos"",""culturas"",""europa"",""oceania""}","{""impactos"",""processo"",""industrializacao"",""producao"",""circulacao"",""produtos""}","{""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efge,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09GE11,Ensino Fundamental - Anos Finais,9º ano,Ciências Humanas,Geografia,,,Relacionar as mudanças técnicas e científicas decorrentes do processo de industrialização com as transformações no trabalho em diferentes regiões do mundo e suas consequências no Brasil.,"{""relacionar"",""mudancas"",""tecnicas"",""cientificas"",""decorrentes"",""processo"",""industrializacao"",""transformacoes"",""trabalho"",""regioes""}","{""relacionar"",""mudancas"",""tecnicas"",""cientificas"",""decorrentes"",""processo""}","{""ciencia"",""artes""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efge,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09GE12,Ensino Fundamental - Anos Finais,9º ano,Ciências Humanas,Geografia,,,"Relacionar o processo de urbanização às transformações da produção agropecuária, à expansão do desemprego estrutural e ao papel crescente do capital financeiro em diferentes países, com destaque para o Brasil.","{""relacionar"",""processo"",""urbanizacao"",""transformacoes"",""producao"",""agropecuaria"",""expansao"",""desemprego"",""estrutural"",""papel""}","{""relacionar"",""processo"",""urbanizacao"",""transformacoes"",""producao"",""agropecuaria""}","{""engenharia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efge,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09GE13,Ensino Fundamental - Anos Finais,9º ano,Ciências Humanas,Geografia,,,Analisar a importância da produção agropecuária na sociedade urbano-industrial ante o problema da desigualdade mundial de acesso aos recursos alimentares e à matéria-prima.,"{""importancia"",""producao"",""agropecuaria"",""sociedade"",""urbano"",""industrial"",""problema"",""desigualdade"",""mundial"",""acesso""}","{""importancia"",""producao"",""agropecuaria"",""sociedade"",""urbano"",""industrial""}","{""ciencia""}",false,https://catalogobncc.github.io/metadados/2022/03/30/efge,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
EF09GE14,Ensino Fundamental - Anos Finais,9º ano,Ciências Humanas,Geografia,,,"Elaborar e interpretar gráficos de barras e de setores, mapas temáticos e esquemáticos (croquis) e anamorfoses geográficas para analisar, sintetizar e apresentar dados e informações sobre diversidade, diferenças e desigualdades sociopolíticas e geopolíticas mundiais.","{""interpretar"",""graficos"",""barras"",""setores"",""mapas"",""tematicos"",""esquematicos"",""croquis"",""anamorfoses"",""geograficas""}","{""interpretar"",""graficos"",""barras"",""setores"",""mapas"",""tematicos""}","{""tecnologia"",""matematica""}",true,https://catalogobncc.github.io/metadados/2022/03/30/efge,Importado dos metadados públicos do Catálogo BNCC. Revisar unidade temática e objeto de conhecimento na planilha oficial BNCC/MEC.
